id,split
7390352552,1
7397010786,6
7416346296,9
7435397740,0
7440444059,6
7440971730,4
7459596224,6
7505302686,9
7536533869,3
7539129893,8
7542550676,6
7548054308,8
7571161951,9
7574342997,0
7577695878,3
7590711081,8
7626330117,1
7634676857,3
7641993954,4
7663943885,5
7664526452,4
7680652394,0
7683332169,9
7694896732,3
7699474820,9
7700278705,3
7706308906,2
7716901916,7
7729132018,0
7738090932,1
7763604060,2
7790685578,6
7817365409,6
7825284405,1
7825664076,1
7841770799,2
7843827462,2
7869302209,4
7874450640,7
7883060202,8
7886058742,2
7907769663,3
7912578268,3
7923273226,2
7926416431,0
7928892263,2
7947211487,9
7947949874,9
7990087143,8
7990799934,8
8007619783,1
8015920560,1
8018449163,2
8018847153,6
8026326807,4
8034118237,1
8043164441,5
8044744527,0
8066003092,1
8075875256,6
8076242292,8
8080991703,6
8092332430,9
8109996656,6
8114501554,1
8124004191,0
8125640354,5
8143145604,5
8153036043,6
8171709493,0
8175174586,1
8186703849,2
8193819111,7
8206813128,7
8230056000,6
8234707308,9
8247161202,6
8257820130,6
8258452956,8
8264419603,8
8273767804,1
8300677716,7
8310877484,5
8332586752,5
8334044385,7
8334193042,2
8357417476,3
8378197310,3
8380932760,9
8383501019,9
8392517040,2
8395813464,0
8397497553,8
8408004902,9
8419059973,3
8428431247,5
8431018806,5
8455566697,6
8456883731,6
8463532556,3
8469288234,8
8476348655,3
8495624199,0
8508803712,5
8513138241,2
8525133734,5
8525619924,7
8528490531,5
8546273566,4
8577222831,4
8579482922,7
8585335883,3
8588125838,5
8615484395,5
8618743379,5
8624766484,4
8626518544,2
8628311845,4
8636219300,6
8640305588,2
8641059169,5
8654305395,2
8672060830,9
8673326481,0
8677781541,8
8683563964,3
8694917767,0
8714707457,8
8717631094,7
8728223748,1
8734092451,3
8737955726,5
8740118811,8
8746883323,2
8763464788,9
8781826543,6
8782467991,5
8783413946,9
8787200157,4
8807377478,2
8811325115,2
8820228184,0
8821866006,5
8827186442,6
8829631947,3
8847352714,6
8864059168,6
8874681542,1
8879898482,2
8888640357,9
8894836495,0
8897599045,4
8905379108,6
8927317628,1
8934268642,6
8953434923,9
8986739943,5
8991565424,2
9021661460,0
9047321411,7
9059920532,6
9084815100,4
9111992246,7
9112789790,8
9112941837,5
9114646214,7
9114647000,3
9116869067,5
9139143951,9
9140517524,7
9155311428,9
9157761777,8
9165808355,1
9172191947,1
9175975974,9
9183558727,2
9184059850,0
9193600680,2
9198379583,6
9210108221,9
9224799794,1
9224902094,0
9226896218,8
9227467403,7
9236698284,4
9243690472,3
9252002503,0
9252273991,4
9257686670,9
9270556529,4
9270723620,4
9278742185,4
9279036312,7
9299774556,6
9305211494,1
9306012393,0
9310212114,7
9324333594,8
9329663429,8
9355799699,5
9359638058,7
9365816945,4
9387327949,2
9395071890,2
9419003099,5
9421347165,0
9431862973,7
9435354622,0
9487771045,9
9501128115,9
9507707888,9
9560247070,4
9560852160,1
9565278453,6
9577561034,3
9591537011,1
9595967203,8
9597830570,6
9598239736,2
9608905048,3
9630110828,5
9648647095,3
9661227300,9
9681322061,5
9682593098,2
9700744765,2
9714115378,4
9714221829,1
9720647392,1
9745762396,3
9746719659,9
9753034375,4
9757919701,2
9759505079,4
9764898939,8
9773963146,4
9776206662,9
9779640528,4
9779870004,2
9818098459,0
9822133078,8
9827122656,9
9828270501,8
9834124974,2
9841023588,7
9841605134,8
9876367494,9
9883668777,2
9884409039,0
9885970192,7
9889187775,3
9894369163,6
9906847121,2
9915156081,6
9916443959,6
9916609950,9
9934765957,6
9949900765,4
9957642014,6
9967128537,2
9998502306,7
10011594566,9
10018353480,0
10021710915,2
10046115656,7
10059413452,0
10077382158,9
10083502044,8
10087922899,6
10092912774,5
10099391634,4
10107152335,2
10151093541,8
10169610010,3
10172988887,2
10186605811,0
10196790524,9
10198889119,6
10223313265,4
10232618705,2
10233106715,7
10238768122,2
10268324439,5
10271636258,6
10273811763,9
10308982815,1
10315909890,8
10320338703,2
10322968895,2
10345342079,1
10346340700,7
10348763616,6
10369775168,8
10374842421,8
10379290610,5
10385306904,2
10386103665,5
10390758741,3
10392991975,2
10405585540,6
10428262239,1
10437897925,6
10443419616,8
10447076675,9
10470754491,5
10483990175,5
10505405275,7
10517409817,0
10541796070,5
10555356427,3
10588091223,9
10592946031,1
10598928718,9
10618719209,7
10622749930,3
10635192251,4
10635200378,0
10654832560,8
10688691798,9
10693233936,2
10735480887,1
10744302357,5
10745713351,3
10747966253,6
10749153939,1
10751320614,3
10753437756,1
10766538378,7
10770564162,2
10777473039,4
10791290528,6
10798909051,1
10805804895,4
10811691595,3
10841426725,0
10855385834,1
10860163675,8
10864848306,1
10880410162,9
10898788746,8
10913560632,5
10917768910,5
10920249296,1
10933863125,5
10959679491,5
10962555749,6
10970317487,2
10982194258,3
11019101124,0
11024207972,9
11026407690,9
11047765949,0
11054525595,8
11058185083,4
11065333135,2
11075128793,5
11084649520,0
11086745225,1
11086924437,7
11087215919,2
11146168745,2
11169866676,0
11220332065,9
11233394644,7
11239385151,1
11288626575,1
11295845860,7
11298346046,8
11304622832,7
11306308211,7
11315042262,6
11323203394,5
11333664340,6
11333782817,0
11335008412,3
11341259090,5
11372416261,8
11378314614,8
11402468989,6
11404898594,6
11416311250,0
11421905106,4
11422698856,3
11437819244,8
11450361149,4
11451025541,2
11451852701,1
11468872796,1
11476697938,6
11482082380,5
11487889266,9
11500924779,5
11509726000,2
11535783140,2
11554768886,1
11609568478,8
11615674258,3
11623259632,3
11631360251,4
11637618768,2
11640281276,2
11641486588,6
11641785081,0
11675886299,5
11682371039,3
11703643601,6
11739384174,9
11740246501,5
11751306115,2
11751984817,4
11770695384,8
11773538751,7
11781748645,3
11805651646,2
11808155057,3
11812199266,9
11812934869,9
11847332660,1
11874166968,9
11878427579,6
11880670622,8
11883646953,0
11891501464,3
11896970283,9
11905276885,7
11927752212,1
11966936792,0
11972957749,5
11981500140,9
11981599960,5
11984908321,1
11989981715,6
11996295896,7
12004996598,5
12013657999,5
12016692812,1
12024233562,2
12024886530,0
12030341085,1
12030445614,2
12048322402,1
12051467406,3
12052909896,4
12055473255,2
12056879802,2
12066822466,3
12068394662,1
12069436201,0
12075660393,7
12076301973,0
12110597313,2
12121946263,9
12124797709,1
12127022193,7
12128798090,4
12150089584,2
12153041569,7
12253881115,8
12264349490,7
12277128953,9
12279293496,4
12283611254,0
12286880950,6
12337273644,8
12357243832,2
12372126623,0
12374734229,6
12386018775,3
12386915416,9
12395246275,2
12410228704,3
12418100446,3
12435273752,9
12438074323,6
12439527054,1
12443032226,6
12448097706,6
12450640505,9
12463310107,3
12465243137,8
12482629378,0
12491229065,8
12499447764,1
12500428984,9
12552304991,8
12552730768,7
12562494697,7
12572865813,3
12575346841,0
12576633261,9
12591758106,8
12614576588,5
12616545774,1
12629218832,8
12636428405,7
12647078403,7
12661313158,7
12662362051,6
12665913737,2
12678810495,1
12683367683,9
12689689218,0
12702374995,2
12727905909,3
12729457821,6
12738196856,8
12739908451,8
12759549069,3
12779452261,1
12784439929,2
12784677751,5
12787238874,3
12790621022,5
12793257481,6
12799080539,9
12813048689,6
12813745232,5
12815752017,4
12825760982,9
12837137838,3
12849257192,4
12852943331,5
12859706639,5
12862963132,8
12864813680,5
12866723132,8
12870618412,4
12906634412,3
12924064186,8
12927573403,2
12954602184,6
12954832633,9
12956001769,0
12973608172,7
12988312594,7
12995146180,4
12996823317,2
13002450883,0
13002849712,1
13003850326,1
13007475026,4
13014011661,9
13017233737,0
13039416983,4
13045909512,8
13050790510,9
13052396707,8
13057166541,3
13060921776,9
13064745342,5
13078133101,9
13104028701,7
13127785265,5
13152370211,6
13166016960,3
13173271058,0
13193510099,1
13207037533,9
13222844565,2
13225369368,6
13233596887,4
13253016920,7
13270385976,6
13275839716,3
13279990899,6
13300541815,6
13311020430,6
13319260835,3
13340533272,9
13346518140,8
13350706548,0
13365320924,6
13374219438,0
13380635683,0
13381004208,4
13386329930,4
13386853113,5
13402660139,8
13415872753,8
13439974911,9
13442300212,2
13446777184,4
13489058891,2
13495754892,0
13510837330,2
13518000098,3
13533386164,9
13537390528,1
13547094254,3
13547615923,2
13554495865,5
13565960197,2
13573933196,2
13584200493,0
13586928702,6
13601079701,9
13606000669,6
13628510767,4
13630453403,1
13634184075,1
13641072358,0
13645022189,4
13660303444,9
13681896971,0
13693525109,5
13698308423,3
13712141400,5
13718265303,1
13719722750,8
13728142434,1
13745720010,5
13748113565,1
13770246807,2
13788253372,3
13800214692,8
13806333079,6
13808827328,0
13813231882,7
13842067784,0
13850589061,3
13854923169,6
13855999534,6
13856195001,0
13864408528,5
13869263128,3
13877726808,6
13893856383,6
13901671370,9
13902628469,7
13910369029,4
13911883576,5
13925401179,8
13940527885,9
13982251890,8
13984005611,1
13989468987,9
14005094251,8
14028557816,4
14046636648,2
14066105746,0
14067090886,8
14071330483,0
14076200278,3
14079605542,1
14090923858,3
14131429708,8
14149684748,8
14170621967,5
14178607516,8
14185839888,2
14187799774,2
14201950835,2
14217953132,7
14218738093,6
14237301122,1
14255497844,5
14256026993,4
14296834798,6
14326855591,4
14329442906,3
14338364415,6
14340252300,7
14342923168,7
14344187109,5
14347228771,8
14358785611,9
14375916400,5
14383829166,1
14393742346,9
14426826683,5
14430933245,8
14437048978,8
14439911909,0
14441483031,6
14448305282,1
14448356603,7
14459323173,7
14468942869,6
14476806009,9
14480743398,0
14484009815,6
14491961101,0
14495837008,6
14496812411,2
14512973211,2
14518672688,4
14526353453,7
14539159062,0
14546912677,0
14559327043,7
14560026990,8
14568739470,4
14581020421,7
14598139535,7
14602108538,1
14624033336,7
14634541031,7
14659423581,9
14688496709,2
14697579924,5
14700758089,0
14706492213,5
14708951500,7
14709058457,4
14710470407,3
14720697540,2
14730760658,1
14742125892,0
14751423715,9
14755280427,3
14760813992,6
14760833046,3
14781564561,3
14782811933,9
14783005068,5
14797760816,0
14800953363,8
14801450006,7
14819481778,2
14855796557,2
14856928749,1
14858379639,0
14884972213,6
14912164139,8
14936498895,4
14983140964,1
14986998115,3
15011872805,0
15013081302,2
15013723443,7
15019247793,9
15025237043,3
15049273692,9
15066557846,3
15074377626,5
15082313406,7
15087969128,2
15101418298,5
15117019002,9
15144524345,9
15148613962,4
15158294039,2
15168056739,8
15182210105,5
15195155894,2
15198442460,8
15199271431,9
15203820812,3
15207797784,2
15216468600,8
15222352617,1
15228987522,3
15235449072,3
15237361178,8
15255947055,5
15270932201,2
15282589038,2
15286048678,9
15288553875,0
15296749386,1
15297645579,1
15300870128,5
15308301906,6
15310823587,5
15353600934,0
15397552044,2
15419935474,4
15427184350,5
15428588399,8
15435521509,0
15456721987,5
15460221790,5
15462809899,5
15467857956,6
15474242078,5
15474831540,0
15485046093,4
15485883030,4
15504758917,9
15517983655,9
15520899251,3
15522840285,5
15538476636,6
15540485930,3
15545331712,6
15548490261,3
15575612162,0
15582792452,1
15596971090,5
15617836185,3
15622433098,6
15635394968,9
15635890412,8
15646267651,7
15654437127,1
15705201725,6
15720369619,4
15723336403,8
15726170349,8
15733912343,7
15738326041,1
15746010854,2
15758481663,7
15767278162,3
15787521504,7
15813319245,0
15813481643,9
15814662770,7
15822749323,5
15823033616,1
15839128432,2
15856261411,1
15858677623,3
15859494065,7
15869975327,9
15878041842,7
15889269678,4
15910739575,9
15913436060,8
15913554935,0
15922731192,9
15923062643,7
15932504969,5
15942041899,4
15954730925,5
15957355177,0
15958982223,2
15959353250,6
15970797321,1
15981739735,0
15985833226,0
15986885742,8
15987348386,1
15996252705,3
16011585802,4
16057588517,7
16083583507,5
16089367961,4
16117269251,3
16130098238,4
16150847767,7
16155144894,2
16162479780,9
16174389420,0
16177933231,8
16186053428,8
16188851309,2
16199770846,5
16220622964,0
16220990659,9
16273699629,8
16277731669,7
16280907924,3
16296504813,5
16298734441,5
16300714823,0
16306156070,7
16344769808,2
16352380738,6
16352714396,5
16370019904,4
16370815170,2
16371082689,3
16386961205,7
16391269128,9
16400799277,4
16404899828,1
16411502041,4
16420730180,0
16421668953,6
16434794811,4
16447661727,1
16449944015,5
16463751273,5
16487378173,0
16506298304,9
16545461735,4
16560112345,9
16568317080,2
16572423049,4
16575514266,9
16575901439,8
16592594328,1
16603624819,0
16632510675,8
16647485036,5
16665971669,1
16668900857,3
16673825738,0
16684596008,3
16698996576,8
16737445537,2
16739470195,5
16761703444,0
16775164710,2
16785859745,2
16801741913,4
16835974350,2
16848644491,4
16855476282,5
16882458342,3
16895656328,2
16922031877,8
16922210509,6
16935048854,9
16937805644,1
16940460268,0
16957378253,0
16961060409,6
16964527755,8
16968723144,8
16981219128,1
16987650344,9
16998434760,1
17007991960,2
17013414845,1
17015153214,8
17022224241,9
17031981552,4
17034802962,9
17036298012,2
17038803553,1
17040982843,7
17049115685,1
17049352050,7
17066956635,5
17069252736,6
17072301623,8
17072999141,0
17079108010,3
17085247539,6
17093675381,1
17093764127,9
17097105806,4
17098915382,0
17102291411,3
17106744897,1
17108050226,2
17118770839,4
17136799729,4
17137440581,3
17137451461,3
17141984497,9
17165680940,0
17165809829,4
17178045957,4
17185801841,6
17203462859,5
17226307496,5
17240887749,4
17251270461,3
17265857898,1
17266505537,3
17268324943,3
17283244174,8
17285660393,8
17313518568,9
17326552964,3
17329474083,7
17331974892,8
17337750692,4
17339675032,2
17344033639,4
17353061946,8
17359656599,5
17363187121,1
17364520413,8
17373810531,0
17391938428,2
17393069008,5
17400957499,9
17403737860,4
17411127063,6
17426879539,1
17430263274,0
17432369323,0
17438441234,4
17442663636,0
17465669496,2
17465939619,9
17496587055,7
17508812680,5
17511523260,6
17518811024,8
17533949980,0
17544446301,6
17545498666,4
17545583520,8
17546075511,5
17552292525,5
17557348096,1
17597845433,5
17610558823,3
17613947358,2
17620540675,9
17626799434,9
17628940425,5
17630805741,9
17637163242,6
17643012291,9
17661492151,9
17667202887,3
17669768695,7
17678084843,4
17700065935,6
17709195199,7
17721282875,6
17729850815,4
17732254467,5
17745804347,1
17750426180,3
17752178085,9
17759912000,5
17766014375,3
17774407984,4
17783023647,3
17799573172,3
17829559003,4
17839114561,8
17843179611,9
17848902721,8
17865901605,4
17876794555,4
17890288463,6
17895949064,4
17905130295,2
17911793911,7
17914410909,8
17922846706,6
17923342500,4
17924821458,0
17939784581,4
17940489107,0
17940560497,7
17941738189,0
17945784898,3
17957717242,0
17966447643,7
17979905170,9
17986695742,2
18002623203,6
18012171671,3
18016652638,7
18025314815,9
18027276482,0
18030683182,9
18041418213,2
18041452972,6
18053551149,6
18065779557,9
18088053166,2
18088357334,9
18109329385,2
18111201297,9
18116258306,2
18129287275,6
18138889282,4
18150404795,4
18150728003,7
18154758665,4
18154927686,8
18156781037,2
18163694458,0
18177140590,2
18179287213,8
18193115240,7
18215313661,3
18222268631,1
18233322116,3
18263536247,9
18270586997,2
18272772794,8
18289769763,2
18294493571,9
18302759691,5
18307226342,7
18316087656,6
18327030419,6
18338547019,3
18359568043,8
18371792208,6
18386024656,4
18394268602,8
18400906662,1
18404946383,6
18411348782,9
18412961239,3
18432468015,9
18437205311,2
18450912451,4
18454311837,4
18463584508,8
18472373478,3
18480969720,6
18485030968,8
18511246475,9
18583421819,4
18610445749,0
18612946202,1
18635301464,7
18646575027,5
18651152553,5
18670803493,5
18680301911,0
18701827874,1
18715726374,3
18727010774,1
18732903491,7
18769823706,8
18775881112,1
18787193480,9
18817660766,7
18829805713,1
18846437937,8
18865169072,7
18868293338,6
18870155398,9
18877784670,8
18881162731,0
18883676328,2
18893159495,0
18898940317,5
18902590304,9
18905024482,8
18909993797,8
18922004736,6
18928236265,3
18929125173,6
18934101514,8
18936344212,3
18946962028,7
18956243986,3
18963853680,4
18971593703,4
18994259475,8
18996768906,0
19018002243,8
19022690351,1
19044151268,1
19052084387,6
19052107363,4
19068755316,9
19087220533,2
19088229151,6
19101744887,3
19109467298,6
19115173161,6
19139848415,2
19148549184,3
19151499236,4
19168888859,2
19169577839,1
19170326372,6
19180303341,0
19197813220,6
19199881903,2
19207044588,6
19226686515,4
19250763883,5
19263734266,2
19265397260,7
19273739866,7
19275085374,3
19289623673,7
19293413944,8
19298135897,8
19298374140,0
19299375083,0
19313090074,3
19320508186,4
19334445583,9
19335368088,8
19348078463,9
19348422492,1
19363078775,5
19401647178,4
19405732354,4
19412869883,7
19421127148,6
19444566079,4
19456900713,9
19472403915,3
19481397925,2
19489814530,8
19497491492,4
19523032136,6
19549193399,7
19557881182,3
19564547488,3
19574832267,5
19583263635,5
19607984297,3
19611824960,5
19619535912,4
19622052971,3
19636554177,7
19642002206,6
19654948657,6
19659394727,8
19670053478,7
19705139601,2
19728263940,5
19746305437,6
19773639681,5
19776649366,0
19777436328,0
19798458361,5
19806042720,6
19808707632,2
19824586850,9
19834119778,4
19841102220,1
19857292366,9
19858401976,3
19858474330,2
19871331607,8
19880813897,2
19882513092,7
19892302693,8
19892808443,3
19922170290,3
19923492659,7
19959478371,8
19961267927,0
19971547546,2
19979385614,2
19983264005,2
19985688458,9
19988503330,1
19988698938,4
19996648056,8
20013065433,8
20024740615,6
20037246666,8
20056440641,5
20058830541,6
20078710766,9
20089149696,7
20097596236,0
20115713065,3
20129962351,4
20147732600,1
20152527000,1
20176793145,0
20178120620,4
20185042277,4
20215227222,8
20231007808,7
20277548224,1
20295868732,8
20303279920,4
20318697732,5
20323158834,7
20329323531,2
20348496375,4
20350699076,4
20365107987,8
20366089312,1
20380860877,4
20383369765,8
20387295350,9
20425075913,1
20437476197,8
20443178162,5
20449956540,5
20459738587,8
20481476899,2
20482829148,7
20499496850,1
20499588743,6
20510091101,3
20510200545,8
20518741678,4
20525034224,2
20525617987,1
20554811511,1
20558320519,6
20565449570,1
20573891485,4
20600433364,6
20613443468,1
20615228726,8
20616840665,5
20624872447,5
20627663809,0
20630217757,9
20642036897,5
20645745918,4
20662773391,1
20683166092,5
20706700324,0
20723541255,4
20725127210,5
20728784213,2
20753146467,0
20753804810,1
20771541996,9
20780783773,9
20801178175,0
20831039215,8
20859949752,2
20861794601,1
20864292460,4
20868123052,1
20893227624,4
